00000000 Lights Camera Action, meganeko, https://www.newgrounds.com/audio/download/966999, https://www.newgrounds.com/audio/listen/966999
00000001 Arcadeez, EX-LYD, https://www.newgrounds.com/audio/download/1220429, https://www.newgrounds.com/audio/listen/1220429
